username,content,sentiment
re_aldo,"@andhika_bayu gw sendiri ga ngerti alur kalo tukin2 ini, tapi kayanya keputusan ga di kemenkeu aja deh. ga masuk logic kalo gitu soalnya",Negatif
dedefirman2014,@madHink @sandi_wahyudi @PNS_Ababil @PNS_Garis_Lucu @pejabrut @BetaEpsilonPhi @pnsdaerahjelata Transaksi Uang sebanyak itu mana laporan Tindak lanjutnya? Boleh di share? Dan masa nilai WBK kemenkeu tidak turun dengan kasus sebesar ini?,Negatif
DedyPitopang,@geloraco Orang ini patut dan pantas dicurigai terlibat pd semua tindakan kriminal di Kemenkeu!,Negatif
dedefirman2014,"@madHink @sandi_wahyudi @PNS_Ababil @PNS_Garis_Lucu @pejabrut @BetaEpsilonPhi @pnsdaerahjelata Tapi ada baris ketiga dimana Ada transaksi Rp47 T melibatkan hanya 23 orang kemenkeu (berbeda dengan pegawai baris atas), alias rata2 Rp2 Triliun per orang.",Negatif
FelixSGL1,@logikapolitikid Langsung jadi orang nomor 3 di Kemenkeu setelah sukses di BC hehehehe,Negatif
cinnamoontaeil,@soowoo9398 Yaa berasa duit ga abis2 🤣🤣 wkwk iyasii lagian anggaran tahun ini kan disusunnya pas tahun kemarin jadi ya wajar. Cuma agak sebel aja gara2 di balik layarnya kemenkeu viral kek duhh enak yaa proyekannya banyak ada dimana mana tp instansi lain hmmm ya gitu deh 😬😬,Negatif
redi_nayhanrai,"@Dsinathrya @kikysaputrii Siap2 diundang kemenkeu, mudah2an dijadikan duta......",Negatif
Putrabertuah,"@Migran_TV_7777 @KemenkeuRI @kring_pajak @DitjenPajakRI @pajakpmb @beacukaiRI @prastow @jokowi Cicilan Rubicon belum lunas, sabar ya ASN. Kl Rubicon peg Kemenkeu udh lunas, THR nya baru dicairin",Negatif
YRadianto,@yeniricardo Kemenkeu punya penyelidik tentang itu. Yang disampaikan di atas kan baru hasil penelusuran PPATK yang di antaranya disampaikan ke Kemenkeu.,Negatif
amirsyahoke,"@__AnakKolong @mohmahfudmd Banyak yg belum clear dari statement² beliau.

Contoh: tuduhan ada pejabat kemenkeu yg tidak menyampaikan informasi pada SMI, bagaimana kelanjutannya? Apa ada buktinya?",Negatif
sendu_98,"@emerson_yuntho @KemenkeuRI @ItjenKemenkeu Jika ada instansi atau lembaga ingin anggaran besar dan cepat cair angkat orang kemenkeu jadi pembinanya .. atau konsultan , kira2 bgitu kali ya ilustrasinya",Negatif
AghastCotto,"@ulil Mas, gak capek radikal radikul khilafah bolak balik isu ini mulu.
Hutang nambah, kereta cepat, IKN , kemenkeu dll itu lebih nyata dari pada ngegoreng isu2 gak jelas gitu mas.",Negatif
IndonesiaB001,"@julius_metajiwa @daviluvya1 @YRadianto Ya sama aja sih dg yg ngehujat kemenkeu itu bla bla bla. Banyak juga kok yg bersih. Sama lah, setiap institusi ada aja yg berbuat tercela.",Negatif
dionew,@prastow @PartaiSocmed terima kasih pak @prastow mudah-mudahan masyarakat mengerti dan paham bahwa Kemenkeu selalu berusaha menjalankan tugas dengan integritas.,Positif
helmbiruku,"@Dsinathrya Nanti dapat bonus kenaikan pajak, cukai, materai...dan berita kenaikan gaji pegawai Kemenkeu...😂😂",Negatif
LIGHT7HEAVEN,"@PartaiSocmed Apa bisa lbh dijelaskan dengan data tum?
Supaya bisa kita compare dengan hal yg disampaikan pak prastow
Aku lihat ada 2 klaim, impor vs ekspor
Di klaim kemenkeu khasus 189 t merupakan ekspor, di klaim disini merupakan impor",Negatif
rony_lewar,@BennyHarmanID Serumit itu masalah di Kemenkeu ?? failure system.,Negatif
dedefirman2014,"@madHink @sandi_wahyudi @PNS_Ababil @PNS_Garis_Lucu @pejabrut @BetaEpsilonPhi @pnsdaerahjelata Rp 35 T dilakukan pegawai kemenkeu sendiri, Rp 53 T melibatkan pegawai kemenkeu. Ini apa rekan2 di sana turunan Sultan semua yes?",Negatif
Andhra1899,"@KompasTV Lah kan itu org” kemenkeu yg bininya pada keluar negeri
Wi wi",Negatif
IndonesiaB001,"@gerysiput21 @rafirrafsanjani @YRadianto Eh, banyak org keuangan yg bukan alumni stan. Kan dibuka pas ada lowongan pns kemenkeu. Temenku ada soalnya s1 undip masuk sana. Tapi kyknya klo rat stan deh",Negatif
re_fun_s_d,"@prastow Panggilan mulia? Naik? Bukannya karena kalo telat dendanya ga sedikit? padahal yang taat ga dapat apa²?
Kalo pajak buat kebaikan negeri apa maksudnya kebaikan buat para pegawai pajak atau bahkan yang cuman numpang jadi ""jubir"" kemenkeu?",Negatif
lintang_ayoe,"@MMagabut Nah ini, harus tepat dan jeli ya
dukung investigasi internal Kemenkeu melakukan dgn integritas",Positif
sempaqteles,"@alfilafilia @QQcontinuum @prastow Ga dapet tapi bisa dianggarkan kok di DIPA, asal di acc kemenkeu aja",Negatif
DonniDome,@madHink @sandi_wahyudi @PNS_Ababil @PNS_Garis_Lucu @pejabrut @BetaEpsilonPhi @pnsdaerahjelata Kemenkeu kan ngurusin pajak. Terus oknumnya bikin perusahaan cangkang untuk menghindari pajak. Harus diusut sampai tuntas tas tas.,Negatif
ojkindonesia,"Sobat OJK, sebagai bagian dari perhelatan ASEAN Finance Ministers’ and Central Bank
Governors’ Meeting 2023 Otoritas Jasa Keuangan (OJK) dan Kementerian Keuangan (Kemenkeu RI) membahas transisi kegiatan ekonomi dan instrumen keuangan yang berkelanjutan.",Positif
SimsonCipto,"Skandal apalagi nih #Pertamina kerjaan nya meledak melulu.seperti nya ini peringatan keras untuk negara Indonesia.
Waspada aja seperti kasus viral kemenkeu  lalu pertamina meledak seolah olah ini adalah kembang api nya untuk perayaan. Tapi siapa yang merayakan ???",Negatif
tiarale2022,@PartaiSocmed Intinya baik data data dari kemenkeu dan mahfudz harus dijabarkan ... ini malah data dari mahfudz yg dipercaya 100% pdhl sampai saat ini baru omongan/statement saja di publik dan DPR 🤣,Negatif
DjAria9,@HasihoTambara @AirinDatangLagi @Nitizen_Zen Kan sdh tau memberantas korupsi di Kemenkeu,Negatif
IndonesiaB001,@Naz_lira @mohmahfudmd @BennyHarmanID Nah seharusnya klo ranahnya pidana bukankah yg proses polri? Bukan kemenkeu? Klo kemenkeu emang yg diurusi pendapatan negara kaka,Negatif
Prasety253,@narkosun @seruanhl Irjen kemenkeu harus diperkuat dg orang” jujur dan tegas….klo semua hrs menkeu sendiri sangat ga mungkin….,Positif
Prasety253,@lintang_ayoe @triwul82 Mungkin irjen kemenkeu dan wamen kemenkeu perlu orang yg jujur dan tegas….klo semua hrs menkeu sangat ga mungkin…,Positif
Sepur206,"@deus_xmchn @prastow @PartaiSocmed Kemenkeu merasa ga pernah menagani kasus impor 189T. Yg ada sengketa sampai PK pengadilan itu kasus ekspor 189T. Sedang kasus impor itu krn triger dr kasus ekspor, tp udah berhasil diproses.

Malah dari sini ketahuan kalau Mahfud salah paham, 189T itu kasus ekspor bukan impor.",Negatif
nurulichsan141,"@kumparan @mohmahfudmd @KemenkeuRI Kalo melibatkan Pegawai Kemenkeu, menjadi suatu Kasus TPPU, masih ada relevansinya..
Adapun yg turut ikut campur urusan ini sbg tetek bengeknya spt @DPR_RI , itupun sdh diketahui Kredibilitasnya..
Masalahnya UU di Dunia ini bkn hanya UU di RI ini saja, itupun berlapis-lapis.",Negatif
pingudiary,@anakbaik612 @abbiekoes @FaizDila04 @madHink Emang jadi dokter itu lebih mudah yaa drpd jd asn kemenkeu? Padahal dokter menyelamatkan nyawa loh?? Jgn2 anda ini anak buah smi?,Negatif
dah_apaantuh,"@madHink @PNS_Garis_Lucu Inilah betapa problematiknya lontaran Pak Menko, mulai dr angka yg wah &amp; berubah2, simplifikasi 349T ""di Kemenkeu"", twit terakhir jd 35T, simpang siur 189T, TPPU bkn hal yg sederhana, detil2 transaksi hrs dilihat, penjlsn Kemenkeu jd sia2 krn publik terlanjur memakan 349T mentah2",Negatif
Sepur206,"@prastow @PartaiSocmed Kesimpulan ane;
- Triger awal kasus ekspor
- Dikembangkan ke impor
- Di kasus ekspor Kemenkeu proses sampai PK, meski kalah
- Di kasus impor hasil pengembangan, kemenkeu berhasil mengoreksi SPT &amp; pajak impor perusahaan
- Mahfud salah paham, 189T itu kasus ekspor, bukan impor",Negatif
antose_79,"@Lambhe_Lancip @alisyarief Data bisa dilihat di situs resmi,SPT BPS, Kemenkeu jangan asal lu klik data google klo mau dpt data resmi",Negatif
AchmadSoebagio,@mohmahfudmd kok wamenkeu yg ngomong? Bu kemenkeu kemana?,Negatif
Sepur206,@merapi111 @c_zhepank @prastow @PartaiSocmed Lha kalau Kemenkeu ga ada usaha apa2 sampai sekarang bearti kemenkeu ga beres. Tapi nyatanya udah ada proses PK pengadilan meskipun akhirnya kalah.,Negatif
PelangganFM3,@Jelli_cent Pegawai kemenkeu udah pada peseng ring jantung blm,Positif
rickasun09,@mardigu024 Kasus Kemenkeu tetap jalan kan bossman?,Positif
wesiteyeng62,"@prastow @PartaiSocmed Kita rakyat biasa tidàk tahu aturan BC, kita tahu kinerja BC intinya tidak dapat dipercaya, dijelaskan ole BC model apapun kita gak percaya. Sementara ini kita percaya prof MAHMUD adalah yg benar. Bahwa kemenkeu terjadi manipulatif itu aja. Kita butuh keadilan",Negatif
kodok_anti,@arnold5508 @prastow Pembelajaran buat pegawai honorer macam prastowo adalah mencari alasan untuk menghindarkan masalah yg dialami kemenkeu karena rendah nya pengawasan,Negatif
hsubhan,"@PartaiSocmed Gw sih yakin bu sri integritas nya tinggi dan betul2 professional, meskipun pastilah ada lobby2 politik didalamnya,
Gw sih dukung langkah2nya buat bongkar semua kasus di kemenkeu, betapa banyak kebocoran disana sini yg merugikan negara, mudah2an semua terungkap",Positif
_miomr__,@pembela99 @nkkistyarian @txtdaritax Penentu tukin itu kemenkeu merka yg menentukan. Mereka baru tahun kmren nolak kenaikan tukin 3 kementerian krn alasan ekonomi global tp disaat yg sama ttp ngasih insentif untuk pegawainya. Pdhl di luar sana ASN masih ada yg blm dapet tukin,Negatif
_miomr__,@pembela99 @nkkistyarian @txtdaritax Gue ngomong gini bukan berarti gue gk menghargai pegawai kemenkeu tp atleast mrk penentu tukin ASN pusat naikin lah tukin krn setiapASN itu punya tanggung jawab dan effort masing2 yg sama kerasnya. Tp kenyataannya viral kmrn 3 kementerian ditolak kenaikan tukin,Negatif
numpangngising,"@muannas_alaidid Menurut iblis laknatullah:

""Selain terlalu besar nilainya kasus transaksi janggal ini ternyata melibatkan banyak pihak, pantes sejak 2009 semua laporan diam ditempat, butuh nyali dan keberanian. 

Mahfud MD Sebut 491 ASN Kemenkeu Diduga Terlibat Pencucian Uang Rp 349 Triliun.""",Negatif
Sputpoet,"@giginpraginanto Jgn jgn pengalihan isu  kasus 349T di kemenkeu, soalnya si tua bangka kumis udah mulai tebar ancaman",Negatif
krisbyan20,@detikcom batas akhir laporan transparansi harta pegawai kemenkeu kapan?,Positif
_miomr__,"@pembela99 @nkkistyarian @txtdaritax ya emg pns yg lain jg gk ada effort sehingga ada gap penghasilan +bonus? kenapa harus beda?  org kemenkeu nih merasa paling""effort"". noh liat guru, pegawai pupr, tni ada yg meninggal di tembak KKB di papua. padahal mrk kerja sama sprti kalian. gaji lbh kecil dgn taruhan nyawa",Negatif
AprisonLalomo,"@BennyHarmanID kejatan yg sama bukan hnya ada di kemenkeu,tapi di DPR juga bnyak jadi tdk perlu teriak2 berapi2 om.",Negatif
vita_AVP,"Jika benar Kemenkeu memiliki mekanisme upaya pencegahan dan deteksi terhadap pelanggaran integritas yang bahkan menggunakan aplikasi ALPHA, justru rentetan peristiwa ini adalah momentum untuk melakukan evaluasi atas efektivitasnya.",Positif
Sepur206,"@KlavuGheni2 @__AnakKolong @chenoa2104 Pejabat di Kemenkeu saya yakin jaman dulu juga semua pernah punya dosa

Yg ane baca dr DPR yg ribut:
""Udah ga usah gaduh, elu bongkar² dosa di Kemenkeu, nanti dosa kita dulu bisa ke-seret² juga. Ingat, elu sendiri jg punya dosa.

Tapi elu enak, menang pencitraan didukung netizen""",Negatif
TarunaAdjie1,"@yaniarsim @kemenkeu @DitjenPajakRI Mereka bahagia banget senyum sumigrah klo rakyat taat bayar pajak ! mereka bisa pesta pora dan berglamouria, yg kecekek tetap Pegawai Pemerintah golongan rendah ama rakyat pembayar pajak, level pejabatnya tetap pesta pora ampe ninggalin utang hampir 8.000 trilyun",Negatif
mario_0871,"@__AnakKolong Apakah org dalam/sesama teman tak mngetahui temannya yg kaya,❓️ya mereka taulah. Krn nyolong² itu dilkukan bersamaan. Jd TST_lah. Tp apa berani lapor ke kpk misalnya, ya nggaklah,, bunuh diri namanya. Aplg hanya lapor di intern kemenkeu,, HALU..",Negatif
JohnSnowFor2019,@kucingcemongg @KemenkeuRI @pknstanid Laah.. Ya ada lah. Kn penerimaan CPNS kemenkeu g dr stan aja.,Positif
mario_0871,"@__AnakKolong Kemenkeu penuh dgn tikus,, mgkin ada sebagian kecil yg baik dan benar² bkerja, sprti SMI. Tp bliau tdk bs kontrok ke bawah. Birokrasi kita SGT PAYAH, budaya suap dsj, dah mngakar. MenkoPolhukam dan bbrp pihak sdh sgt jenuh, mlihat kelakuan mrka.",Negatif
Justmeabee__,"@AH_SiregarXIX @prastow @PartaiSocmed kesamaan Modus operandi yang sama dengan PT Q.
Bukan belum ditindaklanjuti kemenkeu tpi masih dalam kwgiatan intelijen supaya memperkuat bukti mengingat kasus PT Q, PT Q menang di PK nya",Negatif
Seribudapat3,@logikapolitikid Dia ini pegawe kemenkeu yg paling disayangi buk sri lho.. heeh,Positif
sandi_wahyudi,@BtkuisTham @PNS_Ababil @PNS_Garis_Lucu @pejabrut @BetaEpsilonPhi @pnsdaerahjelata Kl diliat dari potensi keuangan negara yg hrsnya diterima? Masih bs dibilang berintegritas? Btw yg dilakukan kemenkeu juga dilakukan di ka el lain tp konsekuensi yg diterima kok ga sama?,Negatif
HebatPaijo,"@BosPurwa @islah_bahrawi @ListyoSigitP Purwa bego, emang segampang itu nangkepin org. Oknum pejabat kemenkeu aja yg sdh jelas terlibat tppu ratusan trilyun ndak ketangkep tangkep.",Negatif
BtkuisTham,"@sandi_wahyudi @PNS_Ababil @PNS_Garis_Lucu @pejabrut @BetaEpsilonPhi @pnsdaerahjelata Dugaan oknum itu jumlahnya cuma 0,6% dari jumlah pegawai kemenkeu. Masih bagus ga angka WBK, ZI dan RB nya?",Negatif
Natan3148,"@TaufikDamas Hayu pejabat KPK, Kemenkeu tunjukkan dan buktikan kepada masyarakat kalau benar2 kalian bersih. Lapor LHKPN dan Lapor Pajak.",Positif
tomblack05,@logikapolitikid Njir...sarang nya KORUPTOR rupanya di KEMENKEU!!,Negatif
cakrawalasenj4,"@pnsdaerahjelata Turunkan tukin kemenkeu,
Naik kan tukin K/L yg lain,
Jd ga ada spesial spesialan😄",Negatif
Voltz_air,"@6undul0h Sudahlah... Hal hal diluar negeri ini pengalihan isu tentang penyelewengan kemenkeu dan cukai. 347 Triliun loh gaes, itu sudah seperlima hutang negara.",Negatif
ArsGnr1886,@PartaiSocmed ND nya kok kayak gak sesuai tata naskah dinas kemenkeu ya,Negatif
HermesWijaya,"@FaizDila04 @anakbaik612 @madHink Mengapa sih kemenkeu begitu diistimewakan? Padahal yg mungut pajak itu ga semua aparat pajak. Yg pungut pnbp, pungutan migas, pembiayaan luar negeri, itu gak semua org kemenkeu. Semua jg punya peran. Ga semua org kudhu di kemenkeu utk sejahtera.",Negatif
MSKaban3,"Scandal besar 349 T melibatkan institusi KeMenKeu.Bongkar tuntas gak perlu PANSUS,Gak Perlu libatkan Ketum Parpol.Presiden RI perintahkan Menkeu SMI tindak lanjuti temuan PPATK dibawah komando Menko Mahfud.Apakah Presiden ada political will utk bongkar tuntas sebelum lengser?.",Negatif
bonjurno31,@JokoPintar2 @bung_madin @kaesangp @PKSejahtera @gibran_tweet @jokowi Yg korupsi kemenkeu dan pdip yg bahaya pks. Mantap bener,Negatif
amangwakid1,"@AyaniMel Gak ada narasi lain 
Selain RADIKAL RADIKUL..
BASI..
TUH DI KEMENKEU JEBOL brpa T
jgan cuma RADIKAL RADIKUL
KORUPSI INI YG RADIKAL
ANGKANYA FANTASTIS",Negatif
prastow,"20) Kemenkeu akan terus berkoordinasi dg PPATK dan APH lain, tentu dlm arahan Komite Nasional PP TPPU. Ini untuk memastikan tindak lanjut bersama sesuai kewenangan, apabila terdapat indikasi TPPU berdasarkan penyidikan pidana asal. Terima kasih utk dukungan dan sinergi yg bagus.",Positif
zetya1,"@NelMorningstar @Dsinathrya Semua menyesalkan hal tersebut, bahkan mayoritas insan Kemenkeu juga. Kita kembalikan ukuran objektitas terukur. Ketika government efficiency (World Bank measurement) terus meningkat, maka kita berada di jalur yang tepat. Untuk menuju level OECD dan Singapura, butuh proses.",Positif
celuteh,"@PartaiSocmed Di kemenkeu, es.1 yg paling kuat itu bukan pajak tapi bea cukai yg berseragam dan semi militer. Bekingan nya kuat, mereka gandeng pihak eksternal dari pemerintah. Mereka juga bisa ngambil hati mentrinya dg baik. Ntah mentrinya terlanjur respect atau sungkan, dari  banyak kasus BC",Negatif
Polostomo5,@sociotalker Betulll..tapi kalo uang pajak kita ditilepin melulu oleh oknum2 kemenkeu  itu bkn mulya tapi bodoh,Negatif
MurBaud1per2in,"@sexy_killer404 mungkin ga sih, wacana/isyu macam gini (termasuk bola), utk mengalihkan perhatian publik dari: skandal kemenkeu, beacukai, foodestate, utak-atik tunda pemilu/perpanjang jabatan/3 priode, dll....",Negatif
RelawanNusanta1,"@BennyHarmanID Lewat jalur internal kemenkeunsudah disidik sampai ke pengadilan pak!! Yg benar itu UU peramsan Aset Koruptor disahka!!!
Urusan begini ga bisa kalau lewat itjen kemenkeu beresiko tinggi kalah !!",Negatif
SinagaYusal1,@giginpraginanto Orang nomor 1 dan paling bertanggung jawab atas Mega Skandal di Kemenkeu RI.,Negatif
PraztPrazt,"@gendro_kesesi @merapi111 @prastow Lha wong selama ini Menkeu ditipu dirjen, sekjen dan irjen.
Data transaksi mencurigakan gak pernah sampai ke bu Sri.
Bagaimanapun Mentri cuma jabatan politik, di internal Kemenkeu sesama maling saling melindungi",Negatif
numpangngising,@PartaiSocmed Sip! Gak usah bertele-tele seperti @mohmahfudmd . Langsung rinci aja siapa APH yg harusnya menangani ini. Harusnya @KPK_RI . Ini bisa merambat ke pejabat lintas eselon 1 di kemenkeu. Ada pengusaha. Ada fasilitator. Ada pengamanan. Ada bintang. @ppatk sdh jago lihat detail TPPU.,Negatif
dy04343703,"@CeritaPuspa @AngkasaPura_2 @fikisatari Ayo pejabat2 @AngkasaPura_2 dan @fikisatari kalian2 mau dikuliti sama netizen sprt kemenkeu...😆, Allah itu maha adil, kita tunggu aja apa yg twrbongkar..😆",Negatif
deus_xmchn,"@PNS_Garis_Lucu terutama pns kemenkeu dan becuk, if you know what I mean",Negatif
prastow,"18) Sehingga menjadi jelas bahwa Kemenkeu tidak mendiamkan apalagi menutup-nutupi data PPATK ke Bu Menteri. Semua dapat dijabarkan dengan akuntabel, transparan, bahkan digunakan untuk optimalisasi penerimaan . Trmsk mengenai impor akan kami bahas tuntas.🇮🇩🙏",Positif
OscarR30075679,@yaniarsim @kemenkeu @DitjenPajakRI Apa kira-kira doa PNS gol. rendah setiap lihat gambar SMI ?,Negatif
DenyMaliq4,"@BennyHarmanID Halah pak Benny, klo nge-tweet narasi nya acem Betol aja, kemarin waktu rapat Kok ga ada niatan utk dukung Pak @mohmahfudmd  utk kerjasama bongkar Bobroknya birokrasi di Kemenkeu...coba lah Action-nya di buka semua itu Bobroknya Para pejabat Kemenkeu...itu pun klo berani ya 🤣🤣",Negatif
tricklik_site,"@Heraloebss @jokowi @KemenkeuRI @DitjenPajakRI @beacukaiRI @KejaksaanRI @DivHumas_Polri @atr_bpn @KemenkesRI Yang kecewa tidak hanya masyarakat, aparatur di Kementerian/Lembaga Lain juga kecewa pak terhadap perilaku Kemenkeu",Negatif
virgozian,"@Mackemot1 @logikapolitikid Kerja kalau ga money oriented harus orientasinya apa? Ga masalah money oriented kalau paham tanggung jawab. Gue rasa, org yg motivasi kerjanya murni krn passion tuh org yg beneran “kaya”, dan jalur umum kemenkeu pun kalau lu liat motivasi masuk sana apa? Ya krn tunkin banyak hhh",Negatif
CGewot,"@abu_waras yang korupsi itu para pejabat termasuk kemenkeu trus  yg nanggung slalu rakyat kecil/jelata/miskin. seharusnya pejabat yg korup dimiskinkan dan uangnya utk perbaikan ekonomi negara, ya untuk menurunkan harga beras, minyak, dll,",Negatif
prastow,"11)  Paralel dg penanganan perkara PT. Q tsb, Kemenkeu-PPATK bersinergi dg pemeriksaan proaktif atas entitas PT. Q oleh PPATK, penelitian administrasi kepabeanan oleh DJBC, penelitian administrasi perpajakan oleh DJP, kemudian setelahnya penyelidikan dugaan TPPU. PPATK kirim LHP",Positif
emerson_yuntho,"Jika pejabat @KemenkeuRI @DitjenPajakRI sengaja tidak lapor secara jujur LHKPN @KPK_RI hanya dikasih sanksi teguran, bukankah ini akan jadi pesan bagi pejabat/pegawai Kemenkeu lainnya ""Ya sudah ga usah jujur banget laporin kekayaaan, toh kalau ketahuan paling hanya ditegur"" 😁",Negatif
ademanan,"@berlianidris Ada yg ingin agar jangan perpanjang polemik 349T Kemenkeu eeehh ga lama kilang meledak, kebetulan banget dah",Negatif
AldoAlexandro5,"@yaniarsim @kemenkeu @DitjenPajakRI Coba tindak lanjut dulu no IP address penyebar hoax ini pak, mungkin dia teroris pemecah belah bangsa @ListyoSigitP @DivHumas_Polri @binofficial_ri",Negatif
Salamsenja2,"@Paseban_Qolbi @__AnakKolong @chenoa2104 Jika menyampaikan sesuatu dibilang nyerang, boleh donk bilang pak mahfud nyerang bu sri dan kemenkeu? Logikamu aneh",Negatif
