username,content,sentiment,token,stem
Iyan_KH,ngelihat kelakuan aparat kemenkeu khususnya dirjen pajak dan bea cukai sy kasihankrn hilangnya moral berarti hilangnya kemanusiaanditambah lg uang haram yg dikumpulkan alih jd sarana kebahagiaantp justru jd sebab kehancuran hidupkasus yg dialami olh rat itu bukti yg jelas,Positif,"['ngelihat', 'kelakuan', 'aparat', 'kemenkeu', 'dirjen', 'pajak', 'bea', 'cukai', 'kasihankrn', 'hilangnya', 'moral', 'hilangnya', 'kemanusiaanditambah', 'uang', 'haram', 'dikumpulkan', 'alih', 'sarana', 'kebahagiaantp', 'kehancuran', 'hidupkasus', 'dialami', 'olh', 'rat', 'bukti']","['ngelihat', 'laku', 'aparat', 'kemenkeu', 'dirjen', 'pajak', 'bea', 'cukai', 'kasihankrn', 'hilang', 'moral', 'hilang', 'kemanusiaanditambah', 'uang', 'haram', 'kumpul', 'alih', 'sarana', 'kebahagiaantp', 'hancur', 'hidupkasus', 'alami', 'olh', 'rat', 'bukti']"
filosofi_umbi, ikut pelatihan aja di pusdiklat kemenkeu bang nanti sertif pelatihan nya dikonversi jadi sertifikat kompetensi ppk,Negatif,"['pelatihan', 'pusdiklat', 'kemenkeu', 'bang', 'sertif', 'pelatihan', 'nya', 'dikonversi', 'sertifikat', 'kompetensi', 'ppk']","['latih', 'pusdiklat', 'kemenkeu', 'bang', 'sertif', 'latih', 'nya', 'konversi', 'sertifikat', 'kompetensi', 'ppk']"
caithypie,tkut dilirik kemenkeu pdhl duit halal ,Negatif,"['tkut', 'dilirik', 'kemenkeu', 'pdhl', 'duit', 'halal']","['tkut', 'lirik', 'kemenkeu', 'pdhl', 'duit', 'halal']"
AvaSiRem,kemenkeu,Positif,['kemenkeu'],['kemenkeu']
DaltonSembirin1, semoga tidak hanya mampu ungkap pegawai kemenkeu saja yang punya pasukan berani juga dong ,Negatif,"['semoga', 'pegawai', 'kemenkeu', 'pasukan', 'berani']","['moga', 'pegawai', 'kemenkeu', 'pasu', 'berani']"
0jenry1, justru satu badan gemuk spt itu menjadi penghambat tahun lalu ada kl g bisa naik tukinnya gegara kemenkeu tidak acc dan skrg semua anggaran harus acc ke kemenkeu ,Negatif,"['badan', 'gemuk', 'penghambat', 'g', 'tukinnya', 'gegara', 'kemenkeu', 'accord', 'skrg', 'anggaran', 'accord', 'kemenkeu']","['badan', 'gemuk', 'hambat', 'g', 'tukinnya', 'gegara', 'kemenkeu', 'accord', 'skrg', 'anggar', 'accord', 'kemenkeu']"
Herliyanto1, coba kamu bandingin asn kemenkeu sama asn diknas sama pns tapi penghasilannya sama gak,Positif,"['coba', 'bandingin', 'asn', 'kemenkeu', 'asn', 'diknas', 'pns', 'penghasilannya', 'gak']","['coba', 'bandingin', 'asn', 'kemenkeu', 'asn', 'diknas', 'pns', 'hasil', 'gak']"
MOHAMAD26051170, wowbanyak duit luuuh budsayang hasil nilep uang negarapadahal eluuh kerja di kemenkeutempat basahduit halal ga cukup yaa bud,Negatif,"['wowbanyak', 'duit', 'luuuh', 'budsayang', 'hasil', 'nilep', 'uang', 'negarapadahal', 'eluuh', 'kerja', 'kemenkeutempat', 'basahduit', 'halal', 'ga', 'yaa', 'bud']","['wowbanyak', 'duit', 'luuuh', 'budsayang', 'hasil', 'nilep', 'uang', 'negarapadahal', 'eluuh', 'kerja', 'kemenkeutempat', 'basahduit', 'halal', 'ga', 'yaa', 'bud']"
madHink, cek negara g dan negara oecd kalau mau tiru mereka maka sisi penerimaan harus dipisah dari kemenkeu kecuali mau niru bangladesh ya gpp sih,Negatif,"['cek', 'negara', 'g', 'negara', 'oecd', 'tiru', 'sisi', 'penerimaan', 'dipisah', 'kemenkeu', 'kecuali', 'niru', 'bangladesh', 'iya', 'tidak apa-apa', 'sih']","['cek', 'negara', 'g', 'negara', 'oecd', 'tiru', 'sisi', 'terima', 'pisah', 'kemenkeu', 'kecuali', 'niru', 'bangladesh', 'iya', 'tidak apa', 'sih']"
Almudattsir, muldok hanja mau ngalihkan isu yg lagi ramai ttg srimulyani kemenkeu gagal pildunp pk muldok buat mainan aja karena bossnja lagi turun rating banjak masalah,Negatif,"['muldok', 'hanja', 'ngalihkan', 'isu', 'ramai', 'srimulyani', 'kemenkeu', 'gagal', 'pildunp', 'penjahat kelamin', 'muldok', 'mainan', 'bossnja', 'turun', 'rating', 'banjak']","['muldok', 'hanja', 'ngalihkan', 'isu', 'ramai', 'srimulyani', 'kemenkeu', 'gagal', 'pildunp', 'jahat kelamin', 'muldok', 'main', 'bossnja', 'turun', 'rating', 'banjak']"
IndonesiaCare2, insentif besar para asn kemenkeu dibagiin utk tingkatkan kesejahteraan para guru aja setuju gak cukup kok duitnya ternyata,Negatif,"['insentif', 'asn', 'kemenkeu', 'dibagiin', 'tingkatkan', 'kesejahteraan', 'guru', 'setuju', 'gak', 'duitnya']","['insentif', 'asn', 'kemenkeu', 'dibagiin', 'tingkat', 'sejahtera', 'guru', 'tuju', 'gak', 'duit']"
tanpanama_sih1, kan udh ada contohnya irjen kemenkeu udh dilaporin kasus rat dr kapan tahun tp mana actionnya kan,Negatif,"['udh', 'contohnya', 'irjen', 'kemenkeu', 'udh', 'dilaporin', 'rat', 'dr', 'actionnya']","['udh', 'contoh', 'irjen', 'kemenkeu', 'udh', 'dilaporin', 'rat', 'dr', 'actionnya']"
Ti_Man40N, ini pun dah ga mulai fokusseharusnya minta pendalaman kasus di kemenkeu oleh pihak berwajib,Negatif,"['deh', 'ga', 'fokusseharusnya', 'pendalaman', 'kemenkeu', 'berwajib']","['deh', 'ga', 'fokusseharusnya', 'dalam', 'kemenkeu', 'wajib']"
sakaparaning, memang perlu dikasih pemahamaan kpd publik jd asn itu ga bakalan bisa dan ga mungkin bs jd kaya raya yg ad hanya berkecukupan asn bs kaya itu di kemenkeu terutama pajak dan bc krn tukin jumbo nah ini rat beserta circleny kaya raya sundul langit ga wajar,Negatif,"['dikasih', 'pemahamaan', 'publik', 'asn', 'ga', 'ga', 'kaya', 'raya', 'berkecukupan', 'asn', 'kaya', 'kemenkeu', 'pajak', 'bc', 'tukin', 'jumbo', 'rat', 'beserta', 'circleny', 'kaya', 'raya', 'sundul', 'langit', 'ga', 'wajar']","['kasih', 'pemahamaan', 'publik', 'asn', 'ga', 'ga', 'kaya', 'raya', 'cukup', 'asn', 'kaya', 'kemenkeu', 'pajak', 'bc', 'tukin', 'jumbo', 'rat', 'serta', 'circleny', 'kaya', 'raya', 'sundul', 'langit', 'ga', 'wajar']"
MukomukoRa, beliau pahlawan pembongkar korupsi di kemenkeu,Negatif,"['beliau', 'pahlawan', 'pembongkar', 'korupsi', 'kemenkeu']","['beliau', 'pahlawan', 'bongkar', 'korupsi', 'kemenkeu']"
IndonesiaCare2, kenapa tunjangan insentif khusus asn kemenkeu tinggi banget ya harusnya asn kan mengabdi bukan jadi kapitalis semua asn di indonesia sama pentingnya jangan anak emaskan asn kemenkeu,Negatif,"['tunjangan', 'insentif', 'khusus', 'asn', 'kemenkeu', 'banget', 'iya', 'asn', 'mengabdi', 'kapitalis', 'asn', 'indonesia', 'anak', 'emaskan', 'asn', 'kemenkeu']","['tunjang', 'insentif', 'khusus', 'asn', 'kemenkeu', 'banget', 'iya', 'asn', 'abdi', 'kapitalis', 'asn', 'indonesia', 'anak', 'emas', 'asn', 'kemenkeu']"
mypussyate, iyeee makanya kemenkeu takut ama mereka ntar kebongkar isinya luar dalam kwowkwowkwo,Negatif,"['iyeee', 'kemenkeu', 'takut', 'kebongkar', 'isinya', 'kwowkwowkwo']","['iyeee', 'kemenkeu', 'takut', 'bongkar', 'isi', 'kwowkwowkwo']"
zoegyBrix,ini gubernurmenteri ga ada yang nyeponsori mudik gratis untuk aparat bukan kemenkeu yang baru saja disunat thrnya years in a row oleh kemenkeu mayan kalau buat nyapres lho itu aparat dan sepupunya sudah berapa jut,Negatif,"['gubernurmenteri', 'ga', 'nyeponsori', 'mudik', 'gratis', 'aparat', 'kemenkeu', 'disunat', 'thrnya', 'years', 'in', 'a', 'row', 'kemenkeu', 'mayan', 'nyapres', 'lho', 'aparat', 'sepupunya', 'jut']","['gubernurmenteri', 'ga', 'nyeponsori', 'mudik', 'gratis', 'aparat', 'kemenkeu', 'sunat', 'thrnya', 'years', 'in', 'a', 'row', 'kemenkeu', 'mayan', 'nyapres', 'lho', 'aparat', 'sepupu', 'jut']"
ferizandra, kalo semua wajib diperlakukan sama dugaan temuan korupsi rp t di kemenkeu lebih kuat buktinya utk diselidiki kpk ,Negatif,"['wajib', 'diperlakukan', 'dugaan', 'temuan', 'korupsi', 'rp', 't', 'kemenkeu', 'kuat', 'buktinya', 'diselidiki', 'kpk']","['wajib', 'laku', 'duga', 'temu', 'korupsi', 'rp', 't', 'kemenkeu', 'kuat', 'bukti', 'selidik', 'kpk']"
HoudyPrabu,perbedaan pemilahan data ini tentu kata dia akan berimplikasi pada jumlah pihak yang akan dimintai pertanggungjawaban misalnya jumlah asn kemenkeu yang terlibat versi mahfud asn sedangkan kemenkei asn tolong perhatikan itu selisih data jumlah orang terkaitada orang,Positif,"['perbedaan', 'pemilahan', 'data', 'berimplikasi', 'pertanggungjawaban', 'asn', 'kemenkeu', 'terlibat', 'versi', 'mahfud', 'asn', 'kemenkei', 'asn', 'tolong', 'perhatikan', 'selisih', 'data', 'orang', 'terkaitada', 'orang']","['beda', 'pilah', 'data', 'implikasi', 'pertanggungjawaban', 'asn', 'kemenkeu', 'libat', 'versi', 'mahfud', 'asn', 'kemenkei', 'asn', 'tolong', 'perhati', 'selisih', 'data', 'orang', 'terkaitada', 'orang']"
HoudyPrabu, perbedaan pemilahan data ini tentu kata dia akan berimplikasi pada jumlah pihak yang akan dimintai pertanggungjawaban misalnya jumlah asn kemenkeu yang terlibat versi mahfud asn sedangkan kemenkei asn tolong perhatikan itu selisih data orang terlibat sejumlah orang,Positif,"['perbedaan', 'pemilahan', 'data', 'berimplikasi', 'pertanggungjawaban', 'asn', 'kemenkeu', 'terlibat', 'versi', 'mahfud', 'asn', 'kemenkei', 'asn', 'tolong', 'perhatikan', 'selisih', 'data', 'orang', 'terlibat', 'orang']","['beda', 'pilah', 'data', 'implikasi', 'pertanggungjawaban', 'asn', 'kemenkeu', 'libat', 'versi', 'mahfud', 'asn', 'kemenkei', 'asn', 'tolong', 'perhati', 'selisih', 'data', 'orang', 'libat', 'orang']"
BNchanneltv,wakil menteri keuangan suahasil mengungkapkan perbedaan data terjadi hanya karena penyajiannya sedangkan dasar datanya sama akhirnya clear kan wamenkeu mengakui tidak ada perbedaan data antar kemenkeu dan menko polhukamppatk tentang dugaan pencucian uang kata mahfud,Positif,"['wakil', 'menteri', 'keuangan', 'suahasil', 'perbedaan', 'data', 'penyajiannya', 'dasar', 'datanya', 'clear', 'wamenkeu', 'mengakui', 'perbedaan', 'data', 'kemenkeu', 'menko', 'polhukamppatk', 'dugaan', 'pencucian', 'uang', 'mahfud']","['wakil', 'menteri', 'uang', 'suahasil', 'beda', 'data', 'saji', 'dasar', 'data', 'clear', 'wamenkeu', 'aku', 'beda', 'data', 'kemenkeu', 'menko', 'polhukamppatk', 'duga', 'cuci', 'uang', 'mahfud']"
BacotCook, biar kewenangan kemenkeu gak terlalu besar sekarang apa apa kan nanya ke kemenkeu,Negatif,"['biar', 'kewenangan', 'kemenkeu', 'gak', 'kemenkeu']","['biar', 'wenang', 'kemenkeu', 'gak', 'kemenkeu']"
rachalfian, bisa di usut nih yang hangatnya kemarin dari kemenkeu,Negatif,"['usut', 'hangatnya', 'kemarin', 'kemenkeu']","['usut', 'hangat', 'kemarin', 'kemenkeu']"
armadatea, kemenkeu harus menganti salah satu komponen thr yaitu tpp sebesar ke pemda karna dana tpp tidak trmsk kmponen prhitungn dau jd dg trbitnya pp thr yg wajibkn pemda byr thr termsuk tpp mjd bagian dari thr maka kemenkeu wajib menganti yg telah disalurkn pemda utk byr thr asn,Positif,"['kemenkeu', 'menganti', 'salah', 'komponen', 'thr', 'tpp', 'pemerintah daerah', 'dana', 'tpp', 'trmsk', 'kmponen', 'prhitungn', 'dau', 'dg', 'trbitnya', 'pulang pergi', 'thr', 'wajibkn', 'pemerintah daerah', 'bayar', 'thr', 'termsuk', 'tpp', 'mjd', 'thr', 'kemenkeu', 'wajib', 'menganti', 'disalurkn', 'pemerintah daerah', 'bayar', 'thr', 'asn']","['kemenkeu', 'anti', 'salah', 'komponen', 'thr', 'tpp', 'perintah daerah', 'dana', 'tpp', 'trmsk', 'kmponen', 'prhitungn', 'dau', 'dg', 'trbitnya', 'pulang pergi', 'thr', 'wajibkn', 'perintah daerah', 'bayar', 'thr', 'termsuk', 'tpp', 'mjd', 'thr', 'kemenkeu', 'wajib', 'anti', 'disalurkn', 'perintah daerah', 'bayar', 'thr', 'asn']"
Leonardosiaha18, ohhhh yang bersalah rattapi seluruh jajaran kau bawabawa eh manusia dungu tak terbatas kau kayak cewek yang lagi curhat semua lakilaki sama aja ,Negatif,"['ohhhh', 'bersalah', 'rattapi', 'jajaran', 'bawabawa', 'eh', 'manusia', 'dungu', 'terbatas', 'kayak', 'cewek', 'curhat', 'lakilaki']","['ohhhh', 'salah', 'rattapi', 'jajar', 'bawabawa', 'eh', 'manusia', 'dungu', 'batas', 'kayak', 'cewek', 'curhat', 'lakilaki']"
r_elhakim, emang bpk pernah dibawah kemenkeu,Positif,"['emang', 'dibawah', 'kemenkeu']","['emang', 'bawah', 'kemenkeu']"
reydjati, dikiranya bakal bernasib seperti pejebat kemenkeu itu kali,Negatif,"['dikiranya', 'bernasib', 'pejebat', 'kemenkeu', 'kali']","['kira', 'nasib', 'jebat', 'kemenkeu', 'kali']"
BayuTriKemenkeu, terima kasih wajib pajak,Positif,"['terima', 'kasih', 'wajib', 'pajak']","['terima', 'kasih', 'wajib', 'pajak']"
nepriadi74, bongkarbongkar gudang jokowi semua kebobrokannya ketahuan semua indonesia bersama pa mahfud md menyelesaikan pencucian uang t di kemenkeu,Positif,"['bongkarbongkar', 'gudang', 'jokowi', 'kebobrokannya', 'ketahuan', 'indonesia', 'pa', 'mahfud', 'md', 'menyelesaikan', 'pencucian', 'uang', 't', 'kemenkeu']","['bongkarbongkar', 'gudang', 'jokowi', 'bobrok', 'tahu', 'indonesia', 'pa', 'mahfud', 'md', 'selesai', 'cuci', 'uang', 't', 'kemenkeu']"
Cak_Hariy,omong kosonglah klu mau bersih dr gayus tambunan smpai rat atau bhkan msih ada didalam dan ingat rat ini diproses krn dorongan publik krn anaknya mnganiaya david akhirnya terkuak semuanya bukan prestasi kemenkeu jadi selama ini kemana,Negatif,"['omong', 'kosonglah', 'klu', 'bersih', 'dr', 'gayus', 'tambunan', 'smpai', 'rat', 'bhkan', 'msih', 'didalam', 'rat', 'diproses', 'dorongan', 'publik', 'anaknya', 'mnganiaya', 'david', 'terkuak', 'prestasi', 'kemenkeu', 'kemana']","['omong', 'kosong', 'klu', 'bersih', 'dr', 'gayus', 'tambun', 'smpai', 'rat', 'bhkan', 'msih', 'dalam', 'rat', 'proses', 'dorong', 'publik', 'anak', 'mnganiaya', 'david', 'kuak', 'prestasi', 'kemenkeu', 'mana']"
dyerquacker, itu bisa diatur kemenkeu gtu loh dari dulu banyak tikus tapi ga nyadar atau tutup mata atau atau ah ketawa aj dweh sblm ketawa dilarang ,Negatif,"['diatur', 'kemenkeu', 'gtu', 'loh', 'tikus', 'ga', 'nyadar', 'tutup', 'mata', 'ah', 'ketawa', 'dweh', 'sblm', 'ketawa', 'dilarang']","['atur', 'kemenkeu', 'gtu', 'loh', 'tikus', 'ga', 'nyadar', 'tutup', 'mata', 'ah', 'ketawa', 'dweh', 'sblm', 'ketawa', 'larang']"
Mackemot1, heran sama andasaya kasih keterangan alm ayah sayath sudah berlalu masih banyakkah korupsi di kemenkeuyg pelakunya lulusan stan sekarang inikamu pikir saya org th gak ngerti perkuliahan sekarangapa saya gak punya kolega org stanpicik kamu,Negatif,"['heran', 'andasaya', 'kasih', 'keterangan', 'alm', 'ayah', 'sayath', 'banyakkah', 'korupsi', 'kemenkeuyg', 'pelakunya', 'lulusan', 'stan', 'inikamu', 'pikir', 'orang', 'th', 'gak', 'mengerti', 'perkuliahan', 'sekarangapa', 'gak', 'kolega', 'orang', 'stanpicik']","['heran', 'andasaya', 'kasih', 'terang', 'alm', 'ayah', 'sayath', 'banyak', 'korupsi', 'kemenkeuyg', 'laku', 'lulus', 'stan', 'inikamu', 'pikir', 'orang', 'th', 'gak', 'erti', 'kuliah', 'sekarangapa', 'gak', 'kolega', 'orang', 'stanpicik']"
budiwidagdo2, kemenkeu adalah laundry terbersih dan terbesar untuk money setelah itu bebas total karena dibersihkan oleh institusi negara walau isinya korup semua,Negatif,"['kemenkeu', 'laundry', 'terbersih', 'terbesar', 'money', 'bebas', 'total', 'dibersihkan', 'institusi', 'negara', 'isinya', 'korupsi']","['kemenkeu', 'laundry', 'bersih', 'besar', 'money', 'bebas', 'total', 'bersih', 'institusi', 'negara', 'isi', 'korupsi']"
disappearandrun,emang lebih enak kalau bappenas x dja jadi satu rumah djp x dbc keluar dari kemenkeu integrasi desentralisasi pemdapemprov ke pempus lebih esensial dan bikin sistem birokrasi jadi lebih efektif kan tuh daripada bikin bpip misalnya ,Negatif,"['emang', 'enak', 'bappenas', 'x', 'dja', 'rumah', 'djp', 'x', 'dbc', 'kemenkeu', 'integrasi', 'desentralisasi', 'pemdapemprov', 'pempus', 'esensial', 'bikin', 'sistem', 'birokrasi', 'efektif', 'tuh', 'bikin', 'bpip']","['emang', 'enak', 'bappenas', 'x', 'dja', 'rumah', 'djp', 'x', 'dbc', 'kemenkeu', 'integrasi', 'desentralisasi', 'pemdapemprov', 'pempus', 'esensial', 'bikin', 'sistem', 'birokrasi', 'efektif', 'tuh', 'bikin', 'bpip']"
PakRoy453165598, kemenkeu salah satu kementerian yg gagal mereformasi diri rangkap jabatan bisa menjadi jalan orang utk melakukan tindak pidana pencucian uang,Negatif,"['kemenkeu', 'salah', 'kementerian', 'gagal', 'mereformasi', 'rangkap', 'jabatan', 'jalan', 'orang', 'tindak', 'pidana', 'pencucian', 'uang']","['kemenkeu', 'salah', 'menteri', 'gagal', 'reformasi', 'rangkap', 'jabat', 'jalan', 'orang', 'tindak', 'pidana', 'cuci', 'uang']"
degigema, ini setuju banget sih yg ngurus penerimaan disatuin yg meriksa digabung yg ngatur tetep di kemenkeu,Negatif,"['setuju', 'banget', 'sih', 'mengurus', 'penerimaan', 'disatuin', 'meriksa', 'digabung', 'ngatur', 'tetep', 'kemenkeu']","['tuju', 'banget', 'sih', 'urus', 'terima', 'disatuin', 'meriksa', 'gabung', 'ngatur', 'tetep', 'kemenkeu']"
Opiet_H, beli mobil balik namanya nunggu kaleng abis dia merasa rakyat jelata kelakuannya minta di maklumi padahal seorang asn yg mendapat jabatan di kemenkeu,Negatif,"['beli', 'mobil', 'namanya', 'nunggu', 'kaleng', 'habis', 'rakyat', 'jelata', 'kelakuannya', 'maklumi', 'asn', 'jabatan', 'kemenkeu']","['beli', 'mobil', 'nama', 'nunggu', 'kaleng', 'habis', 'rakyat', 'jelata', 'laku', 'maklum', 'asn', 'jabat', 'kemenkeu']"
Rawit234234, msh layakkah smi dijadikan sbg pimpinan kemenkeu dia gagal total dan layak dipecat bahkan diproses secara hukum utk pertgjwban kalau di jepang menteri mengalami begini pasti mengundurkan diri bahkan harakiri demi martabat dan harga diri ini smi malah pecilakan smp terpojok,Negatif,"['layakkah', 'smi', 'dijadikan', 'sbg', 'pimpinan', 'kemenkeu', 'gagal', 'total', 'layak', 'dipecat', 'diproses', 'hukum', 'pertgjwban', 'jepang', 'menteri', 'mengalami', 'mengundurkan', 'harakiri', 'martabat', 'harga', 'smi', 'pecilakan', 'smp', 'terpojok']","['layak', 'smi', 'jadi', 'sbg', 'pimpin', 'kemenkeu', 'gagal', 'total', 'layak', 'pecat', 'proses', 'hukum', 'pertgjwban', 'jepang', 'menteri', 'alami', 'undur', 'harakiri', 'martabat', 'harga', 'smi', 'pecilakan', 'smp', 'pojok']"
Rawit234234, berarti tahun terakhir adalah masa sri mulyani jadi menkeu pimpinan kemenkeu kemana aja selama ini anak buah korupsi koq tutup mata sibuk dgn pernyataan semu seolah hebat pdhal rampok uang negara didepan mata tapi diam itjen juga tak berkutik,Negatif,"['sri', 'mulyani', 'menkeu', 'pimpinan', 'kemenkeu', 'kemana', 'anak', 'buah', 'korupsi', 'tutup', 'mata', 'sibuk', 'pernyataan', 'semu', 'hebat', 'pdhal', 'rampok', 'uang', 'negara', 'didepan', 'mata', 'diam', 'itjen', 'berkutik']","['sri', 'mulyani', 'menkeu', 'pimpin', 'kemenkeu', 'mana', 'anak', 'buah', 'korupsi', 'tutup', 'mata', 'sibuk', 'nyata', 'semu', 'hebat', 'pdhal', 'rampok', 'uang', 'negara', 'depan', 'mata', 'diam', 'itjen', 'kutik']"
yanuarnugroho, tatakelola kelembagaan keuangan a dj beacukai amp pajak disatukan dlm badan penerimaan negara b dj anggaran disatukan dgn bappenas c eselon lain amp bkf tetap di kemenkeu sbg pengendali kebijakan d bpk amp bpkp disatukan dlm badan inspektorat negara a dan d lgs di bawah ri,Positif,"['tatakelola', 'kelembagaan', 'keuangan', 'a', 'dj', 'beacukai', 'amp', 'pajak', 'disatukan', 'dlm', 'badan', 'penerimaan', 'negara', 'b', 'dj', 'anggaran', 'disatukan', 'bappenas', 'c', 'eselon', 'amp', 'bkf', 'kemenkeu', 'sbg', 'pengendali', 'kebijakan', 'amp', 'bpkp', 'disatukan', 'dlm', 'badan', 'inspektorat', 'negara', 'a', 'lgs', 'ri']","['tatakelola', 'lembaga', 'uang', 'a', 'dj', 'beacukai', 'amp', 'pajak', 'satu', 'dlm', 'badan', 'terima', 'negara', 'b', 'dj', 'anggar', 'satu', 'bappenas', 'c', 'eselon', 'amp', 'bkf', 'kemenkeu', 'sbg', 'kendali', 'bijak', 'amp', 'bpkp', 'satu', 'dlm', 'badan', 'inspektorat', 'negara', 'a', 'lgs', 'ri']"
yanuarnugroho,pembenahan institusi ada banyak sy usul integrasi perencanaan amp penganggaran sejak orde baru tumbang runtuh pula kesatuan perencanaan dan penganggaran menjadi rejim terpisah perencanaan oleh bappenas penganggaran oleh ditjen anggaran kemenkeu mesti disatukan kembali,Positif,"['pembenahan', 'institusi', 'usul', 'integrasi', 'perencanaan', 'amp', 'penganggaran', 'orde', 'tumbang', 'runtuh', 'kesatuan', 'perencanaan', 'penganggaran', 'rejim', 'terpisah', 'perencanaan', 'bappenas', 'penganggaran', 'ditjen', 'anggaran', 'kemenkeu', 'mesti', 'disatukan']","['benah', 'institusi', 'usul', 'integrasi', 'rencana', 'amp', 'anggar', 'orde', 'tumbang', 'runtuh', 'satu', 'rencana', 'anggar', 'rejim', 'pisah', 'rencana', 'bappenas', 'anggar', 'ditjen', 'anggar', 'kemenkeu', 'mesti', 'satu']"
gengsidonk, awalnya gua jg mikir sama tapi lama makin ga ketebak nih soalnya yg nyerang kemenkeu massanya juga kuat euy gara kasus dandy banyak buzzer yg mulai sadar kalo mereka ga segitunya dimata elite akhirnya pd bantu si jo bahkan sampe sekelas mentri its going to be a long war,Negatif,"['mikir', 'ga', 'ketebak', 'serang', 'kemenkeu', 'massanya', 'kuat', 'euy', 'gara', 'dandy', 'buzzer', 'sadar', 'ga', 'segitunya', 'dimata', 'elite', 'bantu', 'si', 'jo', 'sekelas', 'mentri', 'its', 'going', 'to', 'be', 'a', 'long', 'war']","['mikir', 'ga', 'tebak', 'serang', 'kemenkeu', 'massa', 'kuat', 'euy', 'gara', 'dandy', 'buzzer', 'sadar', 'ga', 'segitunya', 'mata', 'elite', 'bantu', 'si', 'jo', 'kelas', 'tri', 'its', 'going', 'to', 'be', 'a', 'long', 'war']"
Sing_ikiaku, orang kaya hasil binaan ini masih saja mendapatkan panggung akibat takut miskin nih sutradara sudah mulai bekerjacari simpati publik,Negatif,"['orang', 'kaya', 'hasil', 'binaan', 'panggung', 'akibat', 'takut', 'miskin', 'sutradara', 'bekerjacari', 'simpati', 'publik']","['orang', 'kaya', 'hasil', 'bina', 'panggung', 'akibat', 'takut', 'miskin', 'sutradara', 'bekerjacari', 'simpati', 'publik']"
Thebensky, setara mungkin tapi harus dilihat bahwa core kemenkeu itu penerimaan wajar saja jika diberikan insentif yg lebih dibanding kl yg orientasinya penyerapan anggaran kita dukung utk kl lain naik utk minimal thp biar sejahtera tapi tetep pasti tdk bisa disamaratakan,Positif,"['setara', 'core', 'kemenkeu', 'penerimaan', 'wajar', 'insentif', 'dibanding', 'orientasinya', 'penyerapan', 'anggaran', 'dukung', 'minimal', 'thp', 'biar', 'sejahtera', 'tetep', 'disamaratakan']","['tara', 'core', 'kemenkeu', 'terima', 'wajar', 'insentif', 'banding', 'orientasi', 'serap', 'anggar', 'dukung', 'minimal', 'thp', 'biar', 'sejahtera', 'tetep', 'disamaratakan']"
NarasiNewsroom,pada maret rafael ditetapkan sebagai tersangka kpk menduga rafael menerima gratifikasi dalam kurun waktu saat ia menjabat sebagai pemeriksa pajak di ditjen pajak kemenkeu,Positif,"['maret', 'rafael', 'ditetapkan', 'tersangka', 'kpk', 'menduga', 'rafael', 'menerima', 'gratifikasi', 'kurun', 'menjabat', 'pemeriksa', 'pajak', 'ditjen', 'pajak', 'kemenkeu']","['maret', 'rafael', 'tetap', 'sangka', 'kpk', 'duga', 'rafael', 'terima', 'gratifikasi', 'kurun', 'jabat', 'periksa', 'pajak', 'ditjen', 'pajak', 'kemenkeu']"
